woman_id,age,myth_injection_causes_infertility,myth_contraceptives_cause_health_problems,myth_contraceptives_harm_womb,myth_contraceptives_reduce_sexual_urge,myth_contraceptives_cause_cancer,myth_contraceptives_cause_deformed_babies,myth_contraceptives_are_dangerous
2091,39.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2092,30.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2093,40.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
2094,21.0,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2095,25.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
2096,38.0,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree
2097,24.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2098,48.0,,,,,,,
2099,38.0,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree
2100,26.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2101,31.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2102,43.0,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
2103,30.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
2104,21.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree
2105,36.0,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
2106,16.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
2107,15.0,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree
2108,26.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2109,21.0,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree
2110,41.0,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2111,20.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree
2112,26.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree
2113,27.0,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2114,25.0,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
2115,25.0,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
2116,46.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
2117,48.0,,,,,,,
2118,22.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree
2119,44.0,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
2120,45.0,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree
2121,26.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2122,28.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
2123,29.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree
2124,28.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree
2125,32.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2126,24.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
2127,24.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2128,21.0,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree
2129,19.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
2130,26.0,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree
2131,39.0,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree
2132,26.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2133,18.0,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree
2134,19.0,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree
2135,43.0,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree
2136,40.0,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree
2137,35.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree
2138,32.0,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree
2139,34.0,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree
2140,40.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2141,31.0,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree
2142,34.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree
2143,47.0,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree
2144,22.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
2145,39.0,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree
2146,22.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
2147,36.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2148,16.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2149,31.0,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree
2150,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree
2151,32.0,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree
2152,19.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree
2153,47.0,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree
2154,25.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
2155,18.0,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
2156,39.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree
2157,29.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2158,18.0,Disagree,Agree,Agree,Agree,Agree,Agree,Agree
2159,32.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2160,46.0,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree
2161,47.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
2162,18.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree
2163,24.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree
2164,22.0,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
2165,21.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree
2166,15.0,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree
2167,42.0,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree
2168,43.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2169,46.0,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,,Agree
2170,42.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree
2171,16.0,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
2172,26.0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree
2173,25.0,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
2174,30.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree
2175,36.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2176,26.0,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree
2177,43.0,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
2178,17.0,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
2180,47.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2181,40.0,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree
2182,34.0,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree
2183,15.0,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree
2184,35.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2185,41.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2186,39.0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2190,17.0,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree
2191,19.0,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
2193,45.0,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree
2194,25.0,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
2195,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2196,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2197,44.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2198,37.0,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree
2199,21.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2200,47.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2201,41.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2202,27.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2203,42.0,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree
2204,48.0,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree
2205,18.0,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
2206,21.0,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree
2207,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2208,16.0,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2209,25.0,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
2211,28.0,,,,,,,
2213,17.0,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2215,18.0,,,,,,,
2216,17.0,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree
2217,32.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
2218,25.0,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
